Text,Context,Show,Label,cue_0,boc_prompt_0,cue_1,boc_prompt_1,cue_2,boc_prompt_2,boc_output_0,boc_label_0,boc_output_1,boc_label_1,boc_output_2,boc_label_2,label_pred
DOROTHY: The liberarche marquee at Caesar's palace,"DOROTHY: Whop, it is really coming down.
 ROSE: Whats coming down?
",GOLDENGIRLS,1,"['emotional words', 'keywords', 'language style', 'topic', 'rhetorical devices']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        '''You are a sarcasm classification classifier. Extract the following cues: emotional words, keywords, language style, topic, rhetorical devices from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Context:\n        DOROTHY: Whop, it is really coming down.\n ROSE: Whats coming down?\n\n\n        ### Input:\n        DOROTHY: The liberarche marquee at Caesar's palace\n\n        ### Response: \n\n        ### Label: \n\n        ""}]","['topic', 'language style', 'special symbols', 'surface emotion', 'emotional words']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        '''You are a sarcasm classification classifier. Extract the following cues: topic, language style, special symbols, surface emotion, emotional words from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Context:\n        DOROTHY: Whop, it is really coming down.\n ROSE: Whats coming down?\n\n\n        ### Input:\n        DOROTHY: The liberarche marquee at Caesar's palace\n\n        ### Response: \n\n        ### Label: \n\n        ""}]","['common knowledge', 'language style', 'emotional words', 'surface emotion', 'punctuation']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        '''You are a sarcasm classification classifier. Extract the following cues: common knowledge, language style, emotional words, surface emotion, punctuation from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Context:\n        DOROTHY: Whop, it is really coming down.\n ROSE: Whats coming down?\n\n\n        ### Input:\n        DOROTHY: The liberarche marquee at Caesar's palace\n\n        ### Response: \n\n        ### Label: \n\n        ""}]","""not sarcastic""",0,not sarcastic,0,sarcastic,1,0
"DOROTHY: No, she is going to sit here where itÕs a 112 degrees and eat enchiladas.","DOROTHY: Its Miami in June, only cats are wearing fur!
 ROSE: You going out?
",GOLDENGIRLS,1,"['keywords', 'special symbols', 'punctuation', 'surface emotion', 'topic']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        '''You are a sarcasm classification classifier. Extract the following cues: keywords, special symbols, punctuation, surface emotion, topic from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Context:\n        DOROTHY: Its Miami in June, only cats are wearing fur!\n ROSE: You going out?\n\n\n        ### Input:\n        DOROTHY: No, she is going to sit here where itÕs a 112 degrees and eat enchiladas.\n\n        ### Response: \n\n        ### Label: \n\n        ""}]","['rhetorical devices', 'keywords', 'topic', 'common knowledge', 'cultural background']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        '''You are a sarcasm classification classifier. Extract the following cues: rhetorical devices, keywords, topic, common knowledge, cultural background from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Context:\n        DOROTHY: Its Miami in June, only cats are wearing fur!\n ROSE: You going out?\n\n\n        ### Input:\n        DOROTHY: No, she is going to sit here where itÕs a 112 degrees and eat enchiladas.\n\n        ### Response: \n\n        ### Label: \n\n        ""}]","['language style', 'emotional contrasts', 'punctuation', 'surface emotion', 'emotional words']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        '''You are a sarcasm classification classifier. Extract the following cues: language style, emotional contrasts, punctuation, surface emotion, emotional words from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Context:\n        DOROTHY: Its Miami in June, only cats are wearing fur!\n ROSE: You going out?\n\n\n        ### Input:\n        DOROTHY: No, she is going to sit here where itÕs a 112 degrees and eat enchiladas.\n\n        ### Response: \n\n        ### Label: \n\n        ""}]","this text does not contain any keywords, special symbols, punctuation, surface emotion, or topic. the response ""no, she is going to sit here where itõs a 112 degrees and eat enchiladas"" is a sarcastic response. therefore, the correct label for this text is 'sarcastic'.",1,sarcastic,1,sarcastic,1,1
"DOROTHY: No, its because I cannot make any sense of those commercials for obsession.","DOROTHY: Sorry I snapped at your Rose. It's just that I am upset, I am very upset.
 ROSE: Is it because you threw Michael out?
",GOLDENGIRLS,1,"['special symbols', 'topic', 'surface emotion', 'common knowledge', 'rhetorical devices']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        '''You are a sarcasm classification classifier. Extract the following cues: special symbols, topic, surface emotion, common knowledge, rhetorical devices from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Context:\n        DOROTHY: Sorry I snapped at your Rose. It's just that I am upset, I am very upset.\n ROSE: Is it because you threw Michael out?\n\n\n        ### Input:\n        DOROTHY: No, its because I cannot make any sense of those commercials for obsession.\n\n        ### Response: \n\n        ### Label: \n\n        ""}]","['common knowledge', 'punctuation', 'cultural background', 'context', 'topic']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        '''You are a sarcasm classification classifier. Extract the following cues: common knowledge, punctuation, cultural background, context, topic from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Context:\n        DOROTHY: Sorry I snapped at your Rose. It's just that I am upset, I am very upset.\n ROSE: Is it because you threw Michael out?\n\n\n        ### Input:\n        DOROTHY: No, its because I cannot make any sense of those commercials for obsession.\n\n        ### Response: \n\n        ### Label: \n\n        ""}]","['emotional contrasts', 'surface emotion', 'common knowledge', 'language style', 'special symbols']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        '''You are a sarcasm classification classifier. Extract the following cues: emotional contrasts, surface emotion, common knowledge, language style, special symbols from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Context:\n        DOROTHY: Sorry I snapped at your Rose. It's just that I am upset, I am very upset.\n ROSE: Is it because you threw Michael out?\n\n\n        ### Input:\n        DOROTHY: No, its because I cannot make any sense of those commercials for obsession.\n\n        ### Response: \n\n        ### Label: \n\n        ""}]",sarcastic,1,sarcastic,1,sarcastic,1,1
"DOROTHY: No, I am depressed becaues Phillis George left the morning news.","ROSE: Are you depressed about Glen?
",GOLDENGIRLS,1,"['context', 'emotional contrasts', 'topic', 'special symbols', 'keywords']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        '''You are a sarcasm classification classifier. Extract the following cues: context, emotional contrasts, topic, special symbols, keywords from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Context:\n        ROSE: Are you depressed about Glen?\n\n\n        ### Input:\n        DOROTHY: No, I am depressed becaues Phillis George left the morning news.\n\n        ### Response: \n\n        ### Label: \n\n        ""}]","['common knowledge', 'emotional words', 'surface emotion', 'keywords', 'punctuation']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        '''You are a sarcasm classification classifier. Extract the following cues: common knowledge, emotional words, surface emotion, keywords, punctuation from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Context:\n        ROSE: Are you depressed about Glen?\n\n\n        ### Input:\n        DOROTHY: No, I am depressed becaues Phillis George left the morning news.\n\n        ### Response: \n\n        ### Label: \n\n        ""}]","['language style', 'special symbols', 'topic', 'emotional contrasts', 'rhetorical devices']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        '''You are a sarcasm classification classifier. Extract the following cues: language style, special symbols, topic, emotional contrasts, rhetorical devices from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Context:\n        ROSE: Are you depressed about Glen?\n\n\n        ### Input:\n        DOROTHY: No, I am depressed becaues Phillis George left the morning news.\n\n        ### Response: \n\n        ### Label: \n\n        ""}]","""sarcastic""

explanation: the context in the first line, ""rose: are you depressed about glen?"" seems to imply that the speaker is talking about an event related to glen, but there is no corresponding spoken response, indicating that the speaker is not discussing such an event. the words ""depressed"" and ""glen"" seem to be sarcastic comments, because they indicate that the person is amused by the eventual outcome of the news. this is evident in the response by dorothy",1,sarcastic,1,sarcastic,1,1
"DOROTHY: No Blanche, with a venus fly trap","DOROTHY: Morning everybody, Rose honey I hope you don't mind, I borrowed your golf club, I have a date to play this morning.
 BLANCHE: With a man?
",GOLDENGIRLS,1,"['keywords', 'emotional words', 'punctuation', 'language style', 'special symbols']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        '''You are a sarcasm classification classifier. Extract the following cues: keywords, emotional words, punctuation, language style, special symbols from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Context:\n        DOROTHY: Morning everybody, Rose honey I hope you don't mind, I borrowed your golf club, I have a date to play this morning.\n BLANCHE: With a man?\n\n\n        ### Input:\n        DOROTHY: No Blanche, with a venus fly trap\n\n        ### Response: \n\n        ### Label: \n\n        ""}]","['surface emotion', 'keywords', 'topic', 'cultural background', 'context']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        '''You are a sarcasm classification classifier. Extract the following cues: surface emotion, keywords, topic, cultural background, context from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Context:\n        DOROTHY: Morning everybody, Rose honey I hope you don't mind, I borrowed your golf club, I have a date to play this morning.\n BLANCHE: With a man?\n\n\n        ### Input:\n        DOROTHY: No Blanche, with a venus fly trap\n\n        ### Response: \n\n        ### Label: \n\n        ""}]","['context', 'emotional contrasts', 'cultural background', 'topic', 'rhetorical devices']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        '''You are a sarcasm classification classifier. Extract the following cues: context, emotional contrasts, cultural background, topic, rhetorical devices from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Context:\n        DOROTHY: Morning everybody, Rose honey I hope you don't mind, I borrowed your golf club, I have a date to play this morning.\n BLANCHE: With a man?\n\n\n        ### Input:\n        DOROTHY: No Blanche, with a venus fly trap\n\n        ### Response: \n\n        ### Label: \n\n        ""}]",sarcastic,1,sarcastic,1,sarcastic,1,1
"DOROTHY: No Rose, go to the corner and open a stand","ROSE: Shall I set this down someplace?
",GOLDENGIRLS,1,"['special symbols', 'emotional contrasts', 'emotional words', 'common knowledge', 'surface emotion']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        '''You are a sarcasm classification classifier. Extract the following cues: special symbols, emotional contrasts, emotional words, common knowledge, surface emotion from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Context:\n        ROSE: Shall I set this down someplace?\n\n\n        ### Input:\n        DOROTHY: No Rose, go to the corner and open a stand\n\n        ### Response: \n\n        ### Label: \n\n        ""}]","['emotional words', 'rhetorical devices', 'language style', 'surface emotion', 'special symbols']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        '''You are a sarcasm classification classifier. Extract the following cues: emotional words, rhetorical devices, language style, surface emotion, special symbols from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Context:\n        ROSE: Shall I set this down someplace?\n\n\n        ### Input:\n        DOROTHY: No Rose, go to the corner and open a stand\n\n        ### Response: \n\n        ### Label: \n\n        ""}]","['surface emotion', 'rhetorical devices', 'emotional words', 'context', 'emotional contrasts']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        '''You are a sarcasm classification classifier. Extract the following cues: surface emotion, rhetorical devices, emotional words, context, emotional contrasts from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Context:\n        ROSE: Shall I set this down someplace?\n\n\n        ### Input:\n        DOROTHY: No Rose, go to the corner and open a stand\n\n        ### Response: \n\n        ### Label: \n\n        ""}]",sarcastic,1,not sarcastic,0,not sarcastic,0,0
DOROTHY: Lords of Arabia,"DOROTHY: Well ofcourse Blanche , they did it in that movie.
 ROSE: What movie?
",GOLDENGIRLS,1,"['topic', 'cultural background', 'special symbols', 'surface emotion', 'rhetorical devices']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        '''You are a sarcasm classification classifier. Extract the following cues: topic, cultural background, special symbols, surface emotion, rhetorical devices from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Context:\n        DOROTHY: Well ofcourse Blanche , they did it in that movie.\n ROSE: What movie?\n\n\n        ### Input:\n        DOROTHY: Lords of Arabia\n\n        ### Response: \n\n        ### Label: \n\n        ""}]","['rhetorical devices', 'emotional words', 'keywords', 'language style', 'topic']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        '''You are a sarcasm classification classifier. Extract the following cues: rhetorical devices, emotional words, keywords, language style, topic from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Context:\n        DOROTHY: Well ofcourse Blanche , they did it in that movie.\n ROSE: What movie?\n\n\n        ### Input:\n        DOROTHY: Lords of Arabia\n\n        ### Response: \n\n        ### Label: \n\n        ""}]","['punctuation', 'topic', 'emotional contrasts', 'cultural background', 'language style']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        '''You are a sarcasm classification classifier. Extract the following cues: punctuation, topic, emotional contrasts, cultural background, language style from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Context:\n        DOROTHY: Well ofcourse Blanche , they did it in that movie.\n ROSE: What movie?\n\n\n        ### Input:\n        DOROTHY: Lords of Arabia\n\n        ### Response: \n\n        ### Label: \n\n        ""}]",sarcastic,1,sarcastic,1,"""sarcastic""",1,1
DOROTHY: No I am worried she might be Phir Resuda's,"DOROTHY: Just keep thinking about Ma and whose mother she really is.
 ROSE: You worried she might be Gina's?
",GOLDENGIRLS,1,"['surface emotion', 'punctuation', 'topic', 'language style', 'rhetorical devices']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        '''You are a sarcasm classification classifier. Extract the following cues: surface emotion, punctuation, topic, language style, rhetorical devices from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Context:\n        DOROTHY: Just keep thinking about Ma and whose mother she really is.\n ROSE: You worried she might be Gina's?\n\n\n        ### Input:\n        DOROTHY: No I am worried she might be Phir Resuda's\n\n        ### Response: \n\n        ### Label: \n\n        ""}]","['emotional contrasts', 'rhetorical devices', 'surface emotion', 'context', 'keywords']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        '''You are a sarcasm classification classifier. Extract the following cues: emotional contrasts, rhetorical devices, surface emotion, context, keywords from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Context:\n        DOROTHY: Just keep thinking about Ma and whose mother she really is.\n ROSE: You worried she might be Gina's?\n\n\n        ### Input:\n        DOROTHY: No I am worried she might be Phir Resuda's\n\n        ### Response: \n\n        ### Label: \n\n        ""}]","['emotional contrasts', 'surface emotion', 'rhetorical devices', 'emotional words', 'special symbols']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        '''You are a sarcasm classification classifier. Extract the following cues: emotional contrasts, surface emotion, rhetorical devices, emotional words, special symbols from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Context:\n        DOROTHY: Just keep thinking about Ma and whose mother she really is.\n ROSE: You worried she might be Gina's?\n\n\n        ### Input:\n        DOROTHY: No I am worried she might be Phir Resuda's\n\n        ### Response: \n\n        ### Label: \n\n        ""}]","""sarcastic""",1,sarcastic,1,sarcastic,1,1
"DOROTHY: Oh ma no, it was a little girl selling girl scout toilets.","DOROTHY: Oh fine we will!
 SOPHIA: Is that Paolo?
",GOLDENGIRLS,1,"['keywords', 'emotional contrasts', 'emotional words', 'context', 'topic']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        '''You are a sarcasm classification classifier. Extract the following cues: keywords, emotional contrasts, emotional words, context, topic from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Context:\n        DOROTHY: Oh fine we will!\n SOPHIA: Is that Paolo?\n\n\n        ### Input:\n        DOROTHY: Oh ma no, it was a little girl selling girl scout toilets.\n\n        ### Response: \n\n        ### Label: \n\n        ""}]","['punctuation', 'topic', 'common knowledge', 'language style', 'emotional words']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        '''You are a sarcasm classification classifier. Extract the following cues: punctuation, topic, common knowledge, language style, emotional words from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Context:\n        DOROTHY: Oh fine we will!\n SOPHIA: Is that Paolo?\n\n\n        ### Input:\n        DOROTHY: Oh ma no, it was a little girl selling girl scout toilets.\n\n        ### Response: \n\n        ### Label: \n\n        ""}]","['cultural background', 'special symbols', 'topic', 'punctuation', 'emotional contrasts']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        '''You are a sarcasm classification classifier. Extract the following cues: cultural background, special symbols, topic, punctuation, emotional contrasts from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Context:\n        DOROTHY: Oh fine we will!\n SOPHIA: Is that Paolo?\n\n\n        ### Input:\n        DOROTHY: Oh ma no, it was a little girl selling girl scout toilets.\n\n        ### Response: \n\n        ### Label: \n\n        ""}]",sarcastic,1,sarcastic,1,sarcastic,1,1
"DOROTHY: No, I haven't taken her out of the trunk of the car yet.","PERSON: Sophia was discharged, is she here?
",GOLDENGIRLS,1,"['keywords', 'special symbols', 'context', 'emotional words', 'language style']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        '''You are a sarcasm classification classifier. Extract the following cues: keywords, special symbols, context, emotional words, language style from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Context:\n        PERSON: Sophia was discharged, is she here?\n\n\n        ### Input:\n        DOROTHY: No, I haven't taken her out of the trunk of the car yet.\n\n        ### Response: \n\n        ### Label: \n\n        ""}]","['punctuation', 'surface emotion', 'common knowledge', 'keywords', 'context']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        '''You are a sarcasm classification classifier. Extract the following cues: punctuation, surface emotion, common knowledge, keywords, context from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Context:\n        PERSON: Sophia was discharged, is she here?\n\n\n        ### Input:\n        DOROTHY: No, I haven't taken her out of the trunk of the car yet.\n\n        ### Response: \n\n        ### Label: \n\n        ""}]","['language style', 'context', 'surface emotion', 'rhetorical devices', 'emotional words']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        '''You are a sarcasm classification classifier. Extract the following cues: language style, context, surface emotion, rhetorical devices, emotional words from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Context:\n        PERSON: Sophia was discharged, is she here?\n\n\n        ### Input:\n        DOROTHY: No, I haven't taken her out of the trunk of the car yet.\n\n        ### Response: \n\n        ### Label: \n\n        ""}]",not sarcastic,0,sarcastic,1,sarcastic,1,1
"DOROTHY: Rose, you should sit here and watch her hack herself to death","DOROTHY: ma I think you should sit down
 ROSE: Dorothy, should I get Sophia a glass of water?
",GOLDENGIRLS,1,"['language style', 'context', 'cultural background', 'special symbols', 'rhetorical devices']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        '''You are a sarcasm classification classifier. Extract the following cues: language style, context, cultural background, special symbols, rhetorical devices from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Context:\n        DOROTHY: ma I think you should sit down\n ROSE: Dorothy, should I get Sophia a glass of water?\n\n\n        ### Input:\n        DOROTHY: Rose, you should sit here and watch her hack herself to death\n\n        ### Response: \n\n        ### Label: \n\n        ""}]","['emotional contrasts', 'language style', 'special symbols', 'punctuation', 'emotional words']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        '''You are a sarcasm classification classifier. Extract the following cues: emotional contrasts, language style, special symbols, punctuation, emotional words from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Context:\n        DOROTHY: ma I think you should sit down\n ROSE: Dorothy, should I get Sophia a glass of water?\n\n\n        ### Input:\n        DOROTHY: Rose, you should sit here and watch her hack herself to death\n\n        ### Response: \n\n        ### Label: \n\n        ""}]","['keywords', 'special symbols', 'language style', 'cultural background', 'emotional contrasts']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        '''You are a sarcasm classification classifier. Extract the following cues: keywords, special symbols, language style, cultural background, emotional contrasts from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Context:\n        DOROTHY: ma I think you should sit down\n ROSE: Dorothy, should I get Sophia a glass of water?\n\n\n        ### Input:\n        DOROTHY: Rose, you should sit here and watch her hack herself to death\n\n        ### Response: \n\n        ### Label: \n\n        ""}]",sarcastic,1,sarcastic,1,sarcastic,1,1
"DOROTHY: Ofcourse no Ma, I am referring to Carrey Grant, he is living in the broom closet.","DOROTHY: Supposed to study for my French final with a fourteen year old in the house, its hard enough with an eighty year old.
 SOPHIA: Are you referring to me?
",GOLDENGIRLS,1,"['surface emotion', 'topic', 'cultural background', 'emotional contrasts', 'language style']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        '''You are a sarcasm classification classifier. Extract the following cues: surface emotion, topic, cultural background, emotional contrasts, language style from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Context:\n        DOROTHY: Supposed to study for my French final with a fourteen year old in the house, its hard enough with an eighty year old.\n SOPHIA: Are you referring to me?\n\n\n        ### Input:\n        DOROTHY: Ofcourse no Ma, I am referring to Carrey Grant, he is living in the broom closet.\n\n        ### Response: \n\n        ### Label: \n\n        ""}]","['cultural background', 'emotional words', 'special symbols', 'rhetorical devices', 'keywords']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        '''You are a sarcasm classification classifier. Extract the following cues: cultural background, emotional words, special symbols, rhetorical devices, keywords from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Context:\n        DOROTHY: Supposed to study for my French final with a fourteen year old in the house, its hard enough with an eighty year old.\n SOPHIA: Are you referring to me?\n\n\n        ### Input:\n        DOROTHY: Ofcourse no Ma, I am referring to Carrey Grant, he is living in the broom closet.\n\n        ### Response: \n\n        ### Label: \n\n        ""}]","['common knowledge', 'cultural background', 'special symbols', 'surface emotion', 'emotional words']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        '''You are a sarcasm classification classifier. Extract the following cues: common knowledge, cultural background, special symbols, surface emotion, emotional words from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Context:\n        DOROTHY: Supposed to study for my French final with a fourteen year old in the house, its hard enough with an eighty year old.\n SOPHIA: Are you referring to me?\n\n\n        ### Input:\n        DOROTHY: Ofcourse no Ma, I am referring to Carrey Grant, he is living in the broom closet.\n\n        ### Response: \n\n        ### Label: \n\n        ""}]",sarcastic,1,sarcastic,1,not sarcastic,0,1
"DOROTHY: How about stopping by new years eve with three naked women, throwing up in the pool, passing out in the punch bowl, and relieving yourself in the linen closet?","DOROTHY: We thought you might like to join us for dinner?
 SOPHIA: I get the feeling Dorothy that you might be a little mad at me. Why is that?
",GOLDENGIRLS,0,"['context', 'cultural background', 'language style', 'common knowledge', 'surface emotion']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        '''You are a sarcasm classification classifier. Extract the following cues: context, cultural background, language style, common knowledge, surface emotion from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Context:\n        DOROTHY: We thought you might like to join us for dinner?\n SOPHIA: I get the feeling Dorothy that you might be a little mad at me. Why is that?\n\n\n        ### Input:\n        DOROTHY: How about stopping by new years eve with three naked women, throwing up in the pool, passing out in the punch bowl, and relieving yourself in the linen closet?\n\n        ### Response: \n\n        ### Label: \n\n        ""}]","['keywords', 'context', 'topic', 'punctuation', 'surface emotion']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        '''You are a sarcasm classification classifier. Extract the following cues: keywords, context, topic, punctuation, surface emotion from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Context:\n        DOROTHY: We thought you might like to join us for dinner?\n SOPHIA: I get the feeling Dorothy that you might be a little mad at me. Why is that?\n\n\n        ### Input:\n        DOROTHY: How about stopping by new years eve with three naked women, throwing up in the pool, passing out in the punch bowl, and relieving yourself in the linen closet?\n\n        ### Response: \n\n        ### Label: \n\n        ""}]","['keywords', 'context', 'topic', 'surface emotion', 'language style']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        '''You are a sarcasm classification classifier. Extract the following cues: keywords, context, topic, surface emotion, language style from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Context:\n        DOROTHY: We thought you might like to join us for dinner?\n SOPHIA: I get the feeling Dorothy that you might be a little mad at me. Why is that?\n\n\n        ### Input:\n        DOROTHY: How about stopping by new years eve with three naked women, throwing up in the pool, passing out in the punch bowl, and relieving yourself in the linen closet?\n\n        ### Response: \n\n        ### Label: \n\n        ""}]",sarcastic,1,sarcastic,1,sarcastic,1,1
"DOROTHY: No Rose, at a pie eating contest.","DOROTHY: Oh I am so nervous. Have you ever given an eulogy?
 ROSE: You mean at a funeral?
",GOLDENGIRLS,1,"['topic', 'keywords', 'special symbols', 'rhetorical devices', 'language style']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        '''You are a sarcasm classification classifier. Extract the following cues: topic, keywords, special symbols, rhetorical devices, language style from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Context:\n        DOROTHY: Oh I am so nervous. Have you ever given an eulogy?\n ROSE: You mean at a funeral?\n\n\n        ### Input:\n        DOROTHY: No Rose, at a pie eating contest.\n\n        ### Response: \n\n        ### Label: \n\n        ""}]","['language style', 'rhetorical devices', 'cultural background', 'keywords', 'common knowledge']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        '''You are a sarcasm classification classifier. Extract the following cues: language style, rhetorical devices, cultural background, keywords, common knowledge from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Context:\n        DOROTHY: Oh I am so nervous. Have you ever given an eulogy?\n ROSE: You mean at a funeral?\n\n\n        ### Input:\n        DOROTHY: No Rose, at a pie eating contest.\n\n        ### Response: \n\n        ### Label: \n\n        ""}]","['special symbols', 'punctuation', 'rhetorical devices', 'surface emotion', 'keywords']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        '''You are a sarcasm classification classifier. Extract the following cues: special symbols, punctuation, rhetorical devices, surface emotion, keywords from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Context:\n        DOROTHY: Oh I am so nervous. Have you ever given an eulogy?\n ROSE: You mean at a funeral?\n\n\n        ### Input:\n        DOROTHY: No Rose, at a pie eating contest.\n\n        ### Response: \n\n        ### Label: \n\n        ""}]",not sarcastic,0,sarcastic,1,"""asking a question""",1,1
