Text,Context,Show,Label,linguistic_cue_prompt,contextual_cue_prompt,emotional_cue_prompt,linguistic_cue,contextual_cue,emotional_cue
"JOEY: Whoa, maybe I was!","JOEY: Very life-like and funny. Okay. Oh no-no-no, I wasn't waving at you lady.",FRIENDS,0,"[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the linguistic cues from the input sentence for sarcasm detection, such as keywords, rhetorical devices, punctuation, language style.\n\n        ###Input:\n        JOEY: Whoa, maybe I was!\n\n        '}]","[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the contextual cues from the input sentence for sarcasm detection, such as topic, context, common knowledge.\n\n        ###Input:\n        JOEY: Whoa, maybe I was!\n\n        '}]","[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the emotional cues from the input sentence for sarcasm detection, such as emotional words, emotional contrasts.\n\n        ###Input:\n        JOEY: Whoa, maybe I was!\n\n        '}]","The input sentence ""JOEY: Whoa, maybe I was!"" suggests sarcasm through the following linguistic cues:

1. **Keywords:**
   - ""Whoa.""
   - ""maybe.""

2. **Rhetorical Devices:**
   - **Exaggeration and Contradiction:** The speaker's use of ""Whoa"" and ""maybe I was"" may indicate an exaggerated self-reflection. This kind of self-deprecating language contradicts the speaker's typical personality or","Note: This response assumes that the input sentence was said in a specific context. Without a clear context, some cues may be uncertain or absent. 

1. **Speaker (JOEY)**: The identity of the speaker might hint at the potential sarcasm. For example, if JOEY is known to be modest or the statement seems out of place in relation to his usual behavior, it could indicate sarcasm. 

2. **Statement**: ""Whoa, maybe I was!"" This","In the input sentence, we can identify certain words and contrasts that may indicate sarcasm or various emotions:

Emotional words:
- ""Whoa"" can sometimes convey surprise, skepticism, or irony, depending on the context, which could hint at sarcasm.

Emotional contrasts:
- The contrast between ""Whoa"" (emotionally charged word indicating surprise or skepticism) and ""Maybe I was"" (an acknowledgment of something, potentially being sarcastic or sarcastically implying a surprise).

However, it"
"CHANDLER: Yeah okay, I was just talking to the guys. Just look at them I mean, is it okay if they come visit?","MONICA: Ahh! Aren't you dressed yet?
CHANDLER: Am I naked again?!
MONICA: We're supposed to meet my parents in 15 minutes.",FRIENDS,1,"[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the linguistic cues from the input sentence for sarcasm detection, such as keywords, rhetorical devices, punctuation, language style.\n\n        ###Input:\n        CHANDLER: Yeah okay, I was just talking to the guys. Just look at them I mean, is it okay if they come visit?\n\n        '}]","[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the contextual cues from the input sentence for sarcasm detection, such as topic, context, common knowledge.\n\n        ###Input:\n        CHANDLER: Yeah okay, I was just talking to the guys. Just look at them I mean, is it okay if they come visit?\n\n        '}]","[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the emotional cues from the input sentence for sarcasm detection, such as emotional words, emotional contrasts.\n\n        ###Input:\n        CHANDLER: Yeah okay, I was just talking to the guys. Just look at them I mean, is it okay if they come visit?\n\n        '}]","### Linguistic Cues for Sarcasm Detection:

**Keywords:**
1. ""Yeah okay""
2. ""just talking to the guys""
3. ""Just look at them""
4. ""I mean""
5. ""is it okay""
6. ""they come visit""

**Rhetorical Devices:**
1. Asking a question after describing a situation (""Just look at them..."")
2. Adding ""I mean"" which can develop a ""as you know"" tone or can be","### Contextual Cues:
1. **Speaker (CHANDLER)**: Identifies the speaker as someone who might generally engage in social interactions or conversations.
2. **Phrase**: ""Yeah okay, I was just talking to the guys."" Indicates casual and possibly familiar conversation with male companions or colleagues.
3. **Request**: ""Just look at them I mean, is it okay if they come visit?"" Suggests an evaluation or observation-based decision, like assessing whether the visitors are suitable or","The input sentence does not contain any specific emotional cues such as emotional words or contrasts that would directly point towards sarcasm. It appears to be a straightforward request for approval or an inquiry where Chandler is encouraging the possibility of certain individuals visiting. In sarcasm detection, clues might include irony, negation, exaggerated expressions, or contrasting statements with actual feelings or expectations. However, given the context here, no such cues are evident."
"PHOEBE: Well, umm, my Mom's friend, Phoebe, is actually my birth Mom.","CHANDLER: Oh, I'll go out and get you some.
MONICA: Really?!
CHANDLER: Nope! Because I'm not your boyfriend. Hey Pheebs, how did it go?",FRIENDS,0,"[{'role': 'user', 'content': ""\n        ###Instruction:\n        Please extract the linguistic cues from the input sentence for sarcasm detection, such as keywords, rhetorical devices, punctuation, language style.\n\n        ###Input:\n        PHOEBE: Well, umm, my Mom's friend, Phoebe, is actually my birth Mom.\n\n        ""}]","[{'role': 'user', 'content': ""\n        ###Instruction:\n        Please extract the contextual cues from the input sentence for sarcasm detection, such as topic, context, common knowledge.\n\n        ###Input:\n        PHOEBE: Well, umm, my Mom's friend, Phoebe, is actually my birth Mom.\n\n        ""}]","[{'role': 'user', 'content': ""\n        ###Instruction:\n        Please extract the emotional cues from the input sentence for sarcasm detection, such as emotional words, emotional contrasts.\n\n        ###Input:\n        PHOEBE: Well, umm, my Mom's friend, Phoebe, is actually my birth Mom.\n\n        ""}]","### Extracted Linguistic Cues for Sarcasm Detection:

1. **Keywords:**
   - ""Well""
   - ""umm""
   - ""birth Mom""
   - ""Phoebe""

2. **Rhetorical Devices:**
   - *Equivocation or Ambiguity*: Refers to the person named ""Phoebe"" possibly being both a 'Mom's friend' and the individual's biological mother, creating a sense of surprise or confusion within the statement.","- Topic: Personal identity/story revealing
- Context: Conversation sharing intimate life details
- Common knowledge: The speaker is relating a surprising piece of personal information, indicating possibly a humorous or ironic turn in their narrative. The phrasing (""my Mom's friend, Phoebe, is actually my birth Mom."") implies an unexpected twist that suggests the speaker might be engaging in sarcasm or irony, challenging the listener's expectations regarding the relationship the speaker has with Phoebe.","The emotional cues from the input sentence for sarcasm detection are:

1. **Contrast**: ""well, umm"" - This phrase suggests hesitation or uncertainty, which can be a contrast to an honest or straightforward tone one would use to announce such significant information.

2. **Emotional words**: ""Actual"" - While ""actual"" itself doesn’t convey strong emotion, it could be emphasized or stressed to indicate surprise or exaggeration, which might be indicative of sarcasm.

3. **Em"
"CHANDLER: Anyway, I should go, one of the lifeguards was just about to dismantle a nuclear device.","MONICA: I know, it is isn't it?
CHANDLER: No, I mean it, this feels really good. Is it a hundred percent cotton?
MONICA: Yeah! And I got it on sale, too.",FRIENDS,0,"[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the linguistic cues from the input sentence for sarcasm detection, such as keywords, rhetorical devices, punctuation, language style.\n\n        ###Input:\n        CHANDLER: Anyway, I should go, one of the lifeguards was just about to dismantle a nuclear device.\n\n        '}]","[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the contextual cues from the input sentence for sarcasm detection, such as topic, context, common knowledge.\n\n        ###Input:\n        CHANDLER: Anyway, I should go, one of the lifeguards was just about to dismantle a nuclear device.\n\n        '}]","[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the emotional cues from the input sentence for sarcasm detection, such as emotional words, emotional contrasts.\n\n        ###Input:\n        CHANDLER: Anyway, I should go, one of the lifeguards was just about to dismantle a nuclear device.\n\n        '}]","### Output:
**Linguistic Cues for Sarcasm Detection:**

1. **Keywords:**

   - ""anyway""
   - ""should go""
   - ""lifeguards""
   - ""dismantle""
   - ""nuclear device""

2. **Rhetorical Devices:**

   - **Non-seriousness/,
     irony in stating severe consequence**: ""one of the lifeguards"" - An unlikely profession to handle a serious task like dismant","1. **Topic**: The topic of the sentence is about Chandler's departure and implies that he has encountered some unusual or possibly dangerous situation related to a lifeguard dismantling a nuclear device.

2. **Context**: The context of this sentence suggests that Chandler is making light of an absurd or highly improbable situation. This is indicated by the unusual format of events (a lifeguard dismantling a nuclear device) and his casual delivery of the statement, which contrasts with the gravity of such a scenario.

3","### Emotional Cues:

1. ""Anyway"" - This is often used to neutralize emotional weight, suggesting the speaker might not have cared about mention of the lifeguard dismantling a nuclear device.

2. ""should go"" - Indicates a sense of duty or obligation, possibly with a slight reluctance.

3. ""one of the lifeguards"" - This could imply a mention of a specific person outside the expected context, which might contrast with the common context of lifeguards.

4."
"CHANDLER: Okay, Janice. Janice. You gotta give me Janice. That wasn't about being picky.","MONICA: Okay, Mr. Heckles, we'll try to keep it down.
PERSON: Thank you. I'm going to rejoin my dinner party.
RACHEL: All right, bye-bye.",FRIENDS,0,"[{'role': 'user', 'content': ""\n        ###Instruction:\n        Please extract the linguistic cues from the input sentence for sarcasm detection, such as keywords, rhetorical devices, punctuation, language style.\n\n        ###Input:\n        CHANDLER: Okay, Janice. Janice. You gotta give me Janice. That wasn't about being picky.\n\n        ""}]","[{'role': 'user', 'content': ""\n        ###Instruction:\n        Please extract the contextual cues from the input sentence for sarcasm detection, such as topic, context, common knowledge.\n\n        ###Input:\n        CHANDLER: Okay, Janice. Janice. You gotta give me Janice. That wasn't about being picky.\n\n        ""}]","[{'role': 'user', 'content': ""\n        ###Instruction:\n        Please extract the emotional cues from the input sentence for sarcasm detection, such as emotional words, emotional contrasts.\n\n        ###Input:\n        CHANDLER: Okay, Janice. Janice. You gotta give me Janice. That wasn't about being picky.\n\n        ""}]","### Output:

#### Keywords:
1. ""Okay, Janice.""
2. ""You gotta give me Janice.""
3. ""That wasn't about being picky.""

#### Rhetorical Devices:
1. Addressing the person with their name repeatedly and formally (""Janice. Janice."") acts as a deviation from direct address, potentially signaling irony or sarcasm about being addressed in a formal or overly polite manner.
2. The opening ""Okay,"" can imply granting a request or directly addressing","### Output:
- **Speaker**: CHANDLER
- **Recipient**: Janice
- **Statement**: ""Okay, Janice. Janice. You gotta give me Janice. That wasn't about being picky.""
- **Keywords/Cues for Sarcasm**: ""You gotta give me Janice"", ""That wasn't about being picky."" (This remark contradicts the notion of not being picky, suggesting irony or sarcasm.)
- **Context**: Interaction between CHAND","Emotional cues for sarcasm detection:
1. ""Okay, Janice."" - Tone of resignation or mock patience.
2. ""You gotta give me Janice."" - Seemingly demanding, implied irritation or exasperation.
3. ""That wasn't about being picky."" - Denying a previous claim in a slightly exaggerated or dismissive manner, indicating irony or sarcasm."
PHOEBE: That oughta do it.,"RACHEL: Where's Chandler?
PHOEBE: Oh, he needed some time to grieve.
CHANDLER: I'm free! I'm free!",FRIENDS,0,"[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the linguistic cues from the input sentence for sarcasm detection, such as keywords, rhetorical devices, punctuation, language style.\n\n        ###Input:\n        PHOEBE: That oughta do it.\n\n        '}]","[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the contextual cues from the input sentence for sarcasm detection, such as topic, context, common knowledge.\n\n        ###Input:\n        PHOEBE: That oughta do it.\n\n        '}]","[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the emotional cues from the input sentence for sarcasm detection, such as emotional words, emotional contrasts.\n\n        ###Input:\n        PHOEBE: That oughta do it.\n\n        '}]","Linguistic cues for sarcasm detection in the sentence ""That oughta do it."":

1. **Keywords:** 
   - ""oughta"" (should or should've), which can be slighted as a non-standard or informal way of expressing what is expected or supposed to happen. In the context of sarcasm, it may convey a sense of exaggerated confidence or dissatisfaction.

2. **Punctuation:**
   - The lack of an exclamatory mark, which is often used to","The contextual cues for sarcasm detection from the input sentence ""PHOEBE: That oughta do it."" are:

1. **Topic**: The topic of discussion is not explicitly mentioned in the sentence. However, since it is embedded in a conversation, the context would typically depend on the preceding statements or the overall context of the talk. 

2. **Context**: The context implies that Phoebe is responding to a situation or a proposed action by someone else. The sentence itself does not","To extract emotional cues from the input sentence for sarcasm detection, we need to analyze the words, the contrasts within the sentence, and possible contextual implications. The sentence provided is:

###PHOEBE: That oughta do it.

Here are the emotional cues and contrasts you might consider for sarcasm detection:

###Emotional Words:
1. **""oughta""** - ""oughta"" can be seen as informal or slightly sarcastic. It suggests a sense of inconvenience or annoyance,"
JOEY: Hey.,"ROSS: Where'd you get fruit at four in the morning?
MONICA: Went down to the docks. Bet ya didn't know you could get it wholesale.
RACHEL: I didn't know there were docks.",FRIENDS,0,"[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the linguistic cues from the input sentence for sarcasm detection, such as keywords, rhetorical devices, punctuation, language style.\n\n        ###Input:\n        JOEY: Hey.\n\n        '}]","[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the contextual cues from the input sentence for sarcasm detection, such as topic, context, common knowledge.\n\n        ###Input:\n        JOEY: Hey.\n\n        '}]","[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the emotional cues from the input sentence for sarcasm detection, such as emotional words, emotional contrasts.\n\n        ###Input:\n        JOEY: Hey.\n\n        '}]","### Extracted Cues from the Input Sentence:

1. **Keywords**:
   - ""Hey""
     * This is a casual greeting expression. While it primarily serves a pragmatic function (in this context, to acknowledge the speaker's presence), in sarcastic contexts, it might be over-emphasized to convey a condescending or mocking tone.

2. **Rhetorical Devices**:
   - None explicitly evident in the given sentence. However, in broader conversation, if ""Hey"" is","The input sentence, ""JOEY: Hey,"" lacks explicit contextual cues, making sarcasm detection challenging. However, one might infer context or intent through the speaker's tone or additional surrounding context. Here are some potential cues:

1. **Topic**: The sentence seems likely to be part of a conversation introduction. Without further context, this could mean simply ""Hi"" as in the beginning of a casual or formal interaction.

2. **Context**: This sentence might be based on a situation leading up","The input sentence ""JOEY: Hey."" does not contain any explicit emotional cues for sarcasm detection. It is a simple, neutral statement and lacks emotional words or contrasts that could indicate sarcasm. To perform sarcasm detection, we would typically look for claims that are contradicted by the context, hyperboles, ironic statements, or emotional words that suggest an opposite meaning to the literal interpretation. Since there are no such features in this input, it implies a straightforward, possibly introductory, tone"
CHANDLER: All right I'll have one.,"CHANDLER: I will have one. Okay, I'm not gonna have one.
PHOEBE: No, no, it's just my tooth.",FRIENDS,1,"[{'role': 'user', 'content': ""\n        ###Instruction:\n        Please extract the linguistic cues from the input sentence for sarcasm detection, such as keywords, rhetorical devices, punctuation, language style.\n\n        ###Input:\n        CHANDLER: All right I'll have one.\n\n        ""}]","[{'role': 'user', 'content': ""\n        ###Instruction:\n        Please extract the contextual cues from the input sentence for sarcasm detection, such as topic, context, common knowledge.\n\n        ###Input:\n        CHANDLER: All right I'll have one.\n\n        ""}]","[{'role': 'user', 'content': ""\n        ###Instruction:\n        Please extract the emotional cues from the input sentence for sarcasm detection, such as emotional words, emotional contrasts.\n\n        ###Input:\n        CHANDLER: All right I'll have one.\n\n        ""}]","### Linguistic Cues for Sarcasm Detection:

#### Keywords:
1. ""All right"" - often used in a condescending or passive aggressive way as a filler word with sarcasm.
2. ""I'll have one"" - could be seen as a forced or fake acceptance if the context suggests the speaker doesn't actually want to have the item in question.

#### Rhetorical Devices:
1. **Formal vs. Actual Intent**: The phrase ""All right"" sets a formal,","### Cues for Sarcasm Detection:

**Topic:** In this context, the topic of discussion might be related to drinking or possibly making a decision about participating in an activity that typically includes drinking, such as a toast, celebrating a situation, or consuming alcohol.

**Context:** The setting could be a social gathering, a dinner party, or a situation where alcohol consumption is either a common element or an integral part of the interaction being depicted. It suggests that there may be a preceding conversation or set","There are no clear emotional cues in the input sentence provided for sarcasm detection. The sentence simply indicates a statement made by Chandler in which he agrees to have something (possibly referring to an alcoholic beverage, given the context in which this dialogue may be situated), however, without additional conversational context or tone information (such as speech inflections or reactions from other characters), it is impossible to definitively determine if the statement is meant sarcastically or not."
"PERSON: Ross umm, there's something that I've got to tell you, there's-there's someone else.","PERSON: It was dreadful. I felt terrible about how I acted when you said those wonderful things.
ROSS: No, no, that-that, that's all right. Umm, I'm just glad you called.",FRIENDS,0,"[{'role': 'user', 'content': ""\n        ###Instruction:\n        Please extract the linguistic cues from the input sentence for sarcasm detection, such as keywords, rhetorical devices, punctuation, language style.\n\n        ###Input:\n        PERSON: Ross umm, there's something that I've got to tell you, there's-there's someone else.\n\n        ""}]","[{'role': 'user', 'content': ""\n        ###Instruction:\n        Please extract the contextual cues from the input sentence for sarcasm detection, such as topic, context, common knowledge.\n\n        ###Input:\n        PERSON: Ross umm, there's something that I've got to tell you, there's-there's someone else.\n\n        ""}]","[{'role': 'user', 'content': ""\n        ###Instruction:\n        Please extract the emotional cues from the input sentence for sarcasm detection, such as emotional words, emotional contrasts.\n\n        ###Input:\n        PERSON: Ross umm, there's something that I've got to tell you, there's-there's someone else.\n\n        ""}]","### Linguistic Cues for Sarcasm Detection:

1. **Keywords**:
   - ""there's something that I've got to tell you""
   - ""there's-there's someone else""
   These phrases are used to introduce unexpected or potentially controversial information. In the context of sarcasm, this could emphasize how trivial or unexpected the real message is.

2. **Rhetorical Devices**:
   - The redundant repetition of ""there's"" in ""there's someone else""","The input sentence contains several contextual cues that could be used for sarcasm detection:

1. **Topic**: The topic is communication or disclosure of information between two people (Ross and another unnamed person). 

2. **Context**: There is an indication of formality or importance in the conversation, which could suggest that this is a serious or potentially heavy topic for discussion that Ross is bringing up. This context is relevant to understanding why Ross might say something that might initially be taken as sincere but have an underlying","The emotional cues from the input sentence that could be relevant for sarcasm detection include:

1. Emotional words: 
    - There's something that I've got to tell you: The phrase 'I've got to' could be seen as forcing the next piece of information or news, which sometimes hints at sarcasm or irony.
    - Someone else: This phrase is significant when predicting sarcasm because it implies the speaker has been concealing or misleading the conversation partner which could indicate deflective sarcasm"
"CHANDLER: Yeah, I mean, it would be rude to them for us to leave now.","ROSS: Yeah, I know, it's my birthday. We all should be here.
CHANDLER: So, let's go.
ROSS: Well maybe, you know, maybe we should stay for one song.",FRIENDS,1,"[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the linguistic cues from the input sentence for sarcasm detection, such as keywords, rhetorical devices, punctuation, language style.\n\n        ###Input:\n        CHANDLER: Yeah, I mean, it would be rude to them for us to leave now.\n\n        '}]","[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the contextual cues from the input sentence for sarcasm detection, such as topic, context, common knowledge.\n\n        ###Input:\n        CHANDLER: Yeah, I mean, it would be rude to them for us to leave now.\n\n        '}]","[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the emotional cues from the input sentence for sarcasm detection, such as emotional words, emotional contrasts.\n\n        ###Input:\n        CHANDLER: Yeah, I mean, it would be rude to them for us to leave now.\n\n        '}]","### Linguistic Cues for Sarcasm Detection in the Input Sentence:

#### Keywords:
- ""Yeah""
- ""rude""
- ""leave""
- ""us""

#### Rhetorical Devices:
- **Hyperbole (Understatement):** ""Yeah, I mean"". This suggests that Chandler is forcing a positive sentiment over a situation which might actually contain a more negative connotation.
- **Conditional Sarcasm:** Saying there would be ""rude"" for them to leave, noting a","The input sentence ""Yeah, I mean, it would be rude to them for us to leave now."" doesn't contain contextual cues that are directly related to sarcasm detection, but here's the information one might infer for completeness:

1. **Topic and context**:
   - The discussion seems to be taking place between people who are familiar with each other's intentions or the situation they're in. Likely, they are making some decision together, possibly involving leaving some event or participating in another activity.","The emotional cues for sarcasm detection in the input sentence are:

1. **Emotional words**: ""rude""
2. **Emotional contrasts**: The statement ""to them for us to leave now"" implies a contrast in the intended meaning. The underlying sarcasm is that the speaker considers it ""rude"" for themselves to leave, which is actually a friendly or generous concession. The sarcastic implication could be ""as if it's a privilege to leave them"" or ""they have some"
"PERSON: Twenty-one hours, you're a hero.","ROSS: Y'know what I think it is? I think you've made such a nice home for her over the last nine months that she just doesn't want to leave.
RACHEL: Oh. Look at you making up crap for me. Oh God!",FRIENDS,0,"[{'role': 'user', 'content': ""\n        ###Instruction:\n        Please extract the linguistic cues from the input sentence for sarcasm detection, such as keywords, rhetorical devices, punctuation, language style.\n\n        ###Input:\n        PERSON: Twenty-one hours, you're a hero.\n\n        ""}]","[{'role': 'user', 'content': ""\n        ###Instruction:\n        Please extract the contextual cues from the input sentence for sarcasm detection, such as topic, context, common knowledge.\n\n        ###Input:\n        PERSON: Twenty-one hours, you're a hero.\n\n        ""}]","[{'role': 'user', 'content': ""\n        ###Instruction:\n        Please extract the emotional cues from the input sentence for sarcasm detection, such as emotional words, emotional contrasts.\n\n        ###Input:\n        PERSON: Twenty-one hours, you're a hero.\n\n        ""}]","1. **Keywords:**
   - ""Twenty-one hours"" (implying that the duration mentioned is unusually high, which may be used sarcastically to indicate a very short time)
   - ""you're a hero"" (saying someone is heroic could be sarcastic if it implies irony or exaggerated praise, possibly suggesting the hero is not actually heroic in some way)

2. **Rhetorical Devices:**
   - *Exaggeration*: ""Twenty-one hours"" is an exagger","CONTEXTUAL CUES FOR SATIRISM DETECTION:
1. **PERSON**: The use of the term 'person' can be considered figurative, especially in a sarcastic context, indicating that the person being addressed is being mocked rather than simply referring to a single entity.

2. **21 hours**: The numeric value mentioned unusually high—sarcasm could be implying that twenty-one hours represents a long period, and typically, something that is achieved in such a short time frame would be","To analyze the given input sentence for emotional cues related to sarcasm detection, let's break it down:

**Original Input Sentence**: ""Twenty-one hours, you're a hero.""

**Emotional Words**:
1. **""Twenty-one hours""** - This phrase sets up a humorous contrast, as it implies a considerable amount of time spent by someone. The speaker uses a seemingly lengthy duration as a basis to mock or exaggerate the achievement, indicating possible irony.
2. **""you're"
"RACHEL: No, I know, but I,he just went on.","RACHEL: May I see your boarding pass?
PERSON: Oh, no, no, I don't have one. I just need to talk to my friend.
RACHEL: Oh, oooh. I'm sorry. You are not allowed on the jetway unless you have a boarding pass.",FRIENDS,0,"[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the linguistic cues from the input sentence for sarcasm detection, such as keywords, rhetorical devices, punctuation, language style.\n\n        ###Input:\n        RACHEL: No, I know, but I,he just went on.\n\n        '}]","[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the contextual cues from the input sentence for sarcasm detection, such as topic, context, common knowledge.\n\n        ###Input:\n        RACHEL: No, I know, but I,he just went on.\n\n        '}]","[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the emotional cues from the input sentence for sarcasm detection, such as emotional words, emotional contrasts.\n\n        ###Input:\n        RACHEL: No, I know, but I,he just went on.\n\n        '}]","### Linguistic Cues for Sarcasm Detection:

1. **Keywords**:
    - 'No, I know', seems contradicting the previous statement, suggesting an ironic or sarcastic tone.
    - 'but', indicates a contrast/shift in conversation, often an indicator of sarcasm.
    - 'he just went on', the direct reference to the other person's 'going on' might imply a dismissive or mocking style.

2. **Rhetorical Devices**:
    -","1. Context: The context is a conversation between two people, possibly a friend or acquaintance, referring to recent actions or developments mentioned before by both parties.

2. Topic: The primary topic involved appears to be recent actions or events that have happened to the person being referred to (indicated by ""he"" in the sentence, referring to a third party). The level of specificity is not high enough to specify a clear topic.

3. Common knowledge: The conversational exchange reflects the shared understanding that","To extract emotional cues for sarcasm detection, we need to analyze the input sentence for any emotional words or contrasts. Let's break down the sentence:

**Input:**
RACHEL: No, I know, but I, he just went on.

Words and/or phrases indicating emotions or emotional states:
- ""know"": This word is neutral on its own but could imply a hint of sarcasm if the tone of voice carries a contrasting emotion.
- ""but"": This conjunction often introduces a contrast"
"CHANDLER: Okay, now much have you won so far?","JOEY: Well, what did you have?
CHANDLER: It doesn't matter because nothing beats a three and a six. That my friend is D-Cup.",FRIENDS,0,"[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the linguistic cues from the input sentence for sarcasm detection, such as keywords, rhetorical devices, punctuation, language style.\n\n        ###Input:\n        CHANDLER: Okay, now much have you won so far?\n\n        '}]","[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the contextual cues from the input sentence for sarcasm detection, such as topic, context, common knowledge.\n\n        ###Input:\n        CHANDLER: Okay, now much have you won so far?\n\n        '}]","[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the emotional cues from the input sentence for sarcasm detection, such as emotional words, emotional contrasts.\n\n        ###Input:\n        CHANDLER: Okay, now much have you won so far?\n\n        '}]","The input sentence is spoken by Chandler and is aimed at a person or entity (not specified in the sentence). Given the context of sarcasm detection, here are some cues extracted from the sentence:

Keywords:
- ""much have you won so far"": This phrase suggests a question about winnings or victories, which might indicate sarcasm if the context implies the person/he has won nothing.

Rhetorical Devices:
- "" Okay "": Used at the beginning, this word can set a more authoritarian or questioning tone","### Cues for Sarcasm Detection:
1. **Speaker's Tone**: The fact that Chandler is asking this question suggests a tone of skepticism or disbelief, which may hint at sarcasm.
2. **Specific Phrase ""Okay, now much have you won so far?""""** Points to a sense of amazement or disbelief at the supposed high stakes or significant winnings, rather than genuine inquiry which could imply sarcasm.
3. **Context of the Dialogue**: If there's any situational","The input sentence doesn't contain strong emotional cues or expressions typically used for sarcasm detection. It's a simple question and doesn't include direct emotional words like happy, sad, or angry. There are no contrasts like ""even though"" or ""in retrospect"" that are often indicators of irony or sarcasm. Therefore, emotional cues for sarcasm detection are not notable in this sentence."
PHOEBE: It's my friends.,"PERSON: Nothing, nothing.
PHOEBE: Aaaah, what's wrong, c'mon.
PERSON: It's, I mean, it's nothing, I'm fine.",FRIENDS,0,"[{'role': 'user', 'content': ""\n        ###Instruction:\n        Please extract the linguistic cues from the input sentence for sarcasm detection, such as keywords, rhetorical devices, punctuation, language style.\n\n        ###Input:\n        PHOEBE: It's my friends.\n\n        ""}]","[{'role': 'user', 'content': ""\n        ###Instruction:\n        Please extract the contextual cues from the input sentence for sarcasm detection, such as topic, context, common knowledge.\n\n        ###Input:\n        PHOEBE: It's my friends.\n\n        ""}]","[{'role': 'user', 'content': ""\n        ###Instruction:\n        Please extract the emotional cues from the input sentence for sarcasm detection, such as emotional words, emotional contrasts.\n\n        ###Input:\n        PHOEBE: It's my friends.\n\n        ""}]","### Linguistic Cues for Sarcasm Detection:

1. **Keywords:**
   - ""my friends"": Often used ironically when the speaker means the opposite or to express displeasure. In this context, it suggests that something unusual or inconvenient happens to be connected with someone the speaker might not really consider a friend.

2. **Rhetorical Devices:**
   - **Exaggeration:** The repetition and emphasis on ""my friends"" can indicate exaggeration, which is a common device used","### Output:
**Topic:** Friends
**Context:** The speaker, PHOEBE, is mentioning something about her friends. There could be multiple pieces of context based on the full conversation, such as previous discussions, the situation, or the relationship between PHOEBE and her friends. Without additional context, it's important to consider how the list of ""friends"" could be surprising, mundane, or colored by a negative or positive relationship dynamic.
**Common Knowledge:** The statement ""It's","### Emotion analysis for sarcasm detection:

1. **Expressed emotion:** The words used do not explicitly indicate any emotion. ""My friends"" typically carries a sense of possession or familiarity, but without additional context, it's hard to identify the tone. 

2. **Negative versus expected positive emotion:** In common social interactions, mentioning friends usually evokes positive emotion, given that friends are generally considered a source of pleasure, support, or comfort. However, the exact nature of the emotion ("
